40.70536767	-73.99605274	46
40.748273	-73.988127	46
40.73039709	-74.01152372	46
40.7137136	-73.9726387	46
40.70536767	-73.99605274	46
40.70536767	-73.99605274	46
40.85121557	-73.95206451	46
40.7137136	-73.9726387	46
40.70536767	-73.99605274	46
40.71356548	-73.97236347	46
40.72049379	-74.01607275	46
40.70731962	-73.99073124	46
40.7521174	-74.00869131	46
40.7137136	-73.9726387	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.721296	-73.968092	46
40.76042322	-74.01025772	46
40.76042322	-74.01025772	46
40.70536767	-73.99605274	46
40.721296	-73.968092	46
40.721296	-73.968092	46
40.7137136	-73.9726387	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.849994	-73.948591	46
40.7522454	-74.0094906	46
40.71356548	-73.97236347	46
40.84675195	-73.92794609	46
40.7137136	-73.9726387	46
40.85121557	-73.95206451	46
40.85121557	-73.95206451	46
40.70744975	-73.99081707	46
40.73347023	-74.01128769	46
40.721296	-73.968092	46
40.70744975	-73.99081707	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.85121557	-73.95206451	46
40.70536767	-73.99605274	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.79682005	-73.92052174	46
40.70536767	-73.99605274	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.70536767	-73.99605274	46
40.76897177	-73.99643898	46
40.70536767	-73.99605274	46
40.721296	-73.968092	46
40.85121557	-73.95206451	46
40.84675195	-73.92794609	46
40.7137136	-73.9726387	46
40.70744975	-73.99081707	46
40.7137136	-73.9726387	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
40.85121557	-73.95206451	46
40.80383714	-73.92893314	46
40.70567	-73.988487	46
40.721296	-73.968092	46
40.77872162	-73.96888733	46
40.70198416	-73.99695396	46
40.70536767	-73.99605274	46
40.7137136	-73.9726387	46
40.740526	-73.993576	46
40.70744975	-73.99081707	46
40.74485099	-73.96532536	46
40.72585	-73.993088	46
40.7417382	-73.997539	46
40.7308036	-74.0010865	46
40.721296	-73.968092	46
40.85121557	-73.95206451	46
40.7271612	-74.02047157	46
40.79682005	-73.92052174	46
40.70536767	-73.99605274	46
40.70731962	-73.99073124	46
40.85121557	-73.95206451	46
40.7870456	-73.917637	46
40.71356548	-73.97236347	46
40.7271612	-74.02047157	46
40.85121557	-73.95206451	46
40.7521174	-74.00869131	46
40.721296	-73.968092	46
40.84675195	-73.92794609	46
40.85121557	-73.95206451	46
